,Country,Cause of Death,Date
1300,Germany,Suicide,08/31/2008
1301,Germany,Suicide,09/06/2008
1302,Germany,Homicide,10/28/2008
1303,Germany,Suicide,10/28/2008
1304,Germany,Veh.Accident,11/10/2008
1305,Germany,Drug-Related,01/20/2009
1306,Germany,Other Accident,02/09/2009
1307,Germany,Other Accident,02/20/2009
1308,Germany,Suicide,02/21/2009
1309,Germany,Suicide,02/22/2009
1310,Germany,Suicide,02/25/2009
1311,Germany,Other Accident,04/19/2009
1312,Germany,Veh.Accident,04/23/2009
1313,Germany,Suicide,05/01/2009
1314,Germany,Other Accident,05/16/2009
1315,Germany,Suicide,05/28/2009
1316,Germany,Veh.Accident,06/29/2009
1317,Germany,Suicide,07/07/2009
1318,Germany,Veh.Accident,07/11/2009
1319,Germany,Veh.Accident,07/22/2009
1320,Germany,Drug-Related,07/25/2009
1321,Germany,Veh.Accident,09/12/2009
1322,Germany,Veh.Accident,09/14/2009
1323,Germany,Drug-Related,10/09/2009
1324,Germany,Suicide,10/28/2009
1325,Germany,Suicide,11/04/2009
1326,Germany,Other Accident,11/12/2009
1327,Germany,Veh.Accident,12/15/2009
1328,Germany,Drug-Related,01/02/2010
1329,Germany,Suicide,01/03/2010
1330,Germany,Homicide,01/11/2010
1331,Germany,Suicide,01/12/2010
1332,Germany,Other Accident,01/16/2010
1333,Germany,Other Accident,03/03/2010
1334,Germany,Other Accident,03/14/2010
1335,Germany,Suicide,04/21/2010
1336,Germany,Suicide,04/28/2010
1337,Germany,Drug-Related,06/05/2010
1338,Germany,Suicide,06/10/2010
1339,Germany,Veh.Accident,08/29/2010
1340,Germany,Veh.Accident,11/23/2010
1341,Germany,Drug-Related,12/02/2010
1342,Germany,Other Accident,12/06/2010
1343,Germany,Suicide,12/18/2010
1344,Germany,Suicide,01/04/2011
1345,Germany,Suicide,01/23/2011
1346,Germany,Suicide,02/04/2011
1347,Germany,Other Accident,02/19/2011
1348,Germany,Suicide,02/21/2011
1349,Germany,Suicide,03/13/2011
1350,Germany,Suicide,03/30/2011
1351,Germany,Suicide,04/05/2011
1352,Germany,Other Accident,05/22/2011
1353,Germany,Other Accident,07/03/2011
1354,Germany,Other Accident,07/14/2011
1355,Germany,Drug-Related,07/15/2011
1356,Germany,Other Accident,07/20/2011
1357,Germany,Other Accident,07/30/2011
1358,Germany,Other Accident,08/13/2011
1359,Germany,Suicide,08/14/2011
1360,Germany,Homicide,08/26/2011
1361,Germany,Veh.Accident,09/01/2011
1362,Germany,Veh.Accident,09/04/2011
1363,Germany,Other Accident,10/02/2011
1364,Germany,Other Accident,10/02/2011
1365,Germany,Veh.Accident,10/13/2011
1366,Germany,Other Accident,11/04/2011
1367,Germany,Suicide,11/11/2011
1368,Germany,Veh.Accident,12/16/2011
1369,Germany,Veh.Accident,01/21/2012
1370,Germany,Other Accident,01/31/2012
1371,Germany,Suicide,02/15/2012
1372,Germany,Veh.Accident,02/17/2012
1373,Germany,Other Accident,03/03/2012
1374,Germany,Other Accident,03/13/2012
1375,Germany,Other Accident,04/28/2012
1376,Germany,Drowning,05/22/2012
1377,Germany,Suicide,05/27/2012
1378,Germany,Other Accident,08/07/2012
1379,Germany,Other Accident,08/21/2012
1380,Germany,Other Accident,09/05/2012
1381,Germany,Suicide,09/15/2012
1382,Germany,Homicide,09/18/2012
1383,Germany,Suicide,10/01/2012
1384,Germany,Other Accident,11/04/2012
1385,Germany,Suicide,11/07/2012
1386,Germany,Suicide,01/01/2013
1387,Germany,Suicide,01/09/2013
1388,Germany,Other Accident,01/09/2013
1389,Germany,Other Accident,01/19/2013
1390,Germany,Suicide,01/27/2013
1391,Germany,Drug-Related,02/04/2013
1392,Germany,Drug-Related,02/12/2013
1393,Germany,Suicide,04/07/2013
1394,Germany,Other Accident,05/27/2013
1395,Germany,Suicide,05/30/2013
1396,Germany,Suicide,07/01/2013
1397,Germany,Suicide,07/18/2013
1398,Germany,Homicide,07/28/2013
1399,Germany,Other Accident,08/20/2013
1400,Germany,Other Accident,08/24/2013
1401,Germany,Other Accident,09/23/2013
1402,Germany,Other Accident,10/09/2013
1403,Germany,Suicide,11/21/2013
1404,Germany,Suicide,11/25/2013
1405,Germany,Suicide,12/10/2013
1406,Guatemala,Veh.Accident,03/25/2016
1407,Guatemala,Veh.Accident,10/07/2002
1408,Guatemala,Homicide,11/03/2002
1409,Guatemala,Homicide,12/14/2002
1410,Guatemala,Homicide,01/06/2003
1411,Guatemala,Veh.Accident,03/28/2003
1412,Guatemala,Veh.Accident,04/01/2003
1413,Guatemala,Veh.Accident,07/12/2003
1414,Guatemala,Homicide,07/12/2003
1415,Guatemala,Homicide,08/23/2003
1416,Guatemala,Homicide,09/16/2003
1417,Guatemala,Homicide,12/21/2003
1418,Guatemala,Homicide,01/07/2004
1419,Guatemala,Homicide,01/10/2004
1420,Guatemala,Homicide,03/04/2004
1421,Guatemala,Homicide,03/28/2004
1422,Guatemala,Veh.Accident,05/17/2004
1423,Guatemala,Veh.Accident,06/01/2004
1424,Guatemala,Homicide,07/06/2004
1425,Guatemala,Veh.Accident,07/18/2004
1426,Guatemala,Suicide,07/28/2004
1427,Guatemala,Veh.Accident,12/29/2004
1428,Guatemala,Suicide,01/04/2005
1429,Guatemala,Homicide,03/01/2005
1430,Guatemala,Veh.Accident,03/03/2005
1431,Guatemala,Veh.Accident,06/20/2005
1432,Guatemala,Homicide,08/11/2005
1433,Guatemala,Homicide,11/08/2005
1434,Guatemala,Veh.Accident,11/15/2005
1435,Guatemala,Drowning,01/28/2006
1436,Guatemala,Other Accident,03/09/2006
1437,Guatemala,Drowning,04/30/2006
1438,Guatemala,Veh.Accident,07/27/2006
1439,Guatemala,Homicide,08/16/2006
1440,Guatemala,Other Accident,09/05/2006
1441,Guatemala,Other Accident,09/27/2006
1442,Guatemala,Homicide,10/17/2006
1443,Guatemala,Other Accident,11/13/2006
1444,Guatemala,Veh.Accident,01/16/2007
1445,Guatemala,Homicide,01/18/2007
1446,Guatemala,Other Accident,01/25/2007
1447,Guatemala,Veh.Accident,01/27/2007
1448,Guatemala,Veh.Accident,01/30/2007
1449,Guatemala,Homicide,02/05/2007
1450,Guatemala,Homicide,04/03/2007
1451,Guatemala,Homicide,06/08/2007
1452,Guatemala,Homicide,07/04/2007
1453,Guatemala,Veh.Accident,07/28/2007
1454,Guatemala,Execution,08/28/2007
1455,Guatemala,Other Accident,09/26/2007
1456,Guatemala,Homicide,10/08/2007
1457,Guatemala,Homicide,10/28/2007
1458,Guatemala,Homicide,12/28/2007
1459,Guatemala,Homicide,01/11/2008
1460,Guatemala,Homicide,01/11/2008
1461,Guatemala,Veh.Accident,01/18/2008
1462,Guatemala,Drowning,01/19/2008
1463,Guatemala,Homicide,04/26/2008
1464,Guatemala,Drowning,05/07/2008
1465,Guatemala,Homicide,05/11/2008
1466,Guatemala,Homicide,08/08/2008
1467,Guatemala,Veh.Accident,08/09/2008
1468,Guatemala,Air Accident,08/15/2008
1469,Guatemala,Air Accident,08/24/2008
1470,Guatemala,Air Accident,08/24/2008
1471,Guatemala,Air Accident,08/24/2008
1472,Guatemala,Air Accident,08/24/2008
1473,Guatemala,Air Accident,08/24/2008
1474,Guatemala,Air Accident,08/24/2008
1475,Guatemala,Other Accident,08/25/2008
1476,Guatemala,Air Accident,01/11/2009
1477,Guatemala,Homicide,02/02/2009
1478,Guatemala,Homicide,02/03/2009
1479,Guatemala,Drowning,03/09/2009
1480,Guatemala,Homicide,03/29/2009
1481,Guatemala,Homicide,04/14/2009
1482,Guatemala,Other Accident,05/18/2009
1483,Guatemala,Homicide,07/03/2009
1484,Guatemala,Homicide,07/19/2009
1485,Guatemala,Other Accident,07/31/2009
1486,Guatemala,Other Accident,08/22/2009
1487,Guatemala,Other Accident,09/02/2009
1488,Guatemala,Other Accident,09/02/2009
1489,Guatemala,Other Accident,10/25/2009
1490,Guatemala,Other Accident,10/26/2009
1491,Guatemala,Homicide,10/28/2009
1492,Guatemala,Air Accident,01/25/2010
1493,Guatemala,Other Accident,05/26/2010
1494,Guatemala,Homicide,05/30/2010
1495,Guatemala,Homicide,06/30/2010
1496,Guatemala,Other Accident,07/11/2010
1497,Guatemala,Homicide,08/07/2010
1498,Guatemala,Homicide,10/11/2010
1499,Guatemala,Air Accident,12/08/2010
1500,Guatemala,Homicide,01/10/2011
1501,Guatemala,Drowning,01/27/2011
1502,Guatemala,Homicide,02/10/2011
1503,Guatemala,Other Accident,03/11/2011
1504,Guatemala,Homicide,06/05/2011
1505,Guatemala,Homicide,06/07/2011
1506,Guatemala,Homicide,07/01/2011
1507,Guatemala,Other Accident,07/12/2011
1508,Guatemala,Maritime Accident,07/30/2011
1509,Guatemala,Homicide,07/31/2011
1510,Guatemala,Veh.Accident,08/13/2011
1511,Guatemala,Veh.Accident,08/13/2011
1512,Guatemala,Drowning,01/02/2012
1513,Guatemala,Drowning,01/27/2012
1514,Guatemala,Homicide,01/27/2012
1515,Guatemala,Homicide,02/07/2012
1516,Guatemala,Veh.Accident,02/11/2012
1517,Guatemala,Other Accident,06/10/2012
1518,Guatemala,Drowning,07/02/2012
1519,Guatemala,Disaster,07/24/2012
1520,Guatemala,Homicide,11/07/2012
1521,Guatemala,Homicide,12/15/2012
1522,Guatemala,Homicide,01/15/2013
1523,Guatemala,Homicide,03/23/2013
1524,Guatemala,Veh.Accident,03/30/2013
1525,Guatemala,Veh.Accident,04/19/2013
1526,Guatemala,Homicide,05/11/2013
1527,Guatemala,Other Accident,05/19/2013
1528,Guatemala,Drowning,06/19/2013
1529,Guatemala,Suicide,07/22/2013
1530,Guatemala,Homicide,07/26/2013
1531,Guatemala,Other Accident,07/26/2013
1532,Guatemala,Veh.Accident,10/23/2013
1533,Guatemala,Homicide,11/10/2013
1534,Guatemala,Homicide,04/02/2014
1535,Guatemala,Homicide,07/05/2016
1536,Haiti,Homicide,10/15/2017
1537,Haiti,Drowning,10/06/2002
1538,Haiti,Homicide,11/04/2002
1539,Haiti,Drowning,12/13/2002
1540,Haiti,Veh.Accident,07/12/2003
1541,Haiti,Other Accident,07/20/2003
1542,Haiti,Air Accident,08/11/2003
1543,Haiti,Homicide,08/24/2003
1544,Haiti,Homicide,09/08/2003
1545,Haiti,Homicide,09/08/2003
1546,Haiti,Homicide,01/06/2004
1547,Haiti,Homicide,02/05/2004
1548,Haiti,Homicide,02/19/2004
1549,Haiti,Drowning,03/03/2004
1550,Haiti,Homicide,04/04/2004
1551,Haiti,Homicide,07/26/2004
1552,Haiti,Homicide,09/03/2004
1553,Haiti,Homicide,09/08/2004
1554,Haiti,Homicide,02/10/2005
1555,Haiti,Homicide,03/16/2005
1556,Haiti,Other Accident,04/20/2005
1557,Haiti,Homicide,04/23/2005
1558,Haiti,Homicide,06/01/2005
1559,Haiti,Homicide,09/01/2005
1560,Haiti,Homicide,10/01/2005
1561,Haiti,Homicide,10/12/2005
1562,Haiti,Homicide,12/06/2005
1563,Haiti,Other Accident,12/06/2005
1564,Haiti,Veh.Accident,02/14/2006
1565,Haiti,Homicide,05/04/2006
1566,Haiti,Veh.Accident,07/02/2006
1567,Haiti,Homicide,07/07/2006
1568,Haiti,Homicide,07/29/2006
1569,Haiti,Homicide,09/05/2006
1570,Haiti,Homicide,11/18/2006
1571,Haiti,Homicide,01/23/2007
1572,Haiti,Drowning,05/07/2007
1573,Haiti,Homicide,05/08/2007
1574,Haiti,Suicide,10/05/2007
1575,Haiti,Homicide,10/08/2007
1576,Haiti,Homicide,06/23/2008
1577,Haiti,Homicide,06/24/2008
1578,Haiti,Other Accident,07/09/2008
1579,Haiti,Veh.Accident,07/23/2008
1580,Haiti,Other Accident,08/08/2008
1581,Haiti,Air Accident,09/22/2008
1582,Haiti,Homicide,11/18/2008
1583,Haiti,Veh.Accident,12/26/2008
1584,Haiti,Homicide,04/08/2009
1585,Haiti,Veh.Accident,05/16/2009
1586,Haiti,Homicide,10/18/2009
1587,Haiti,Homicide,12/08/2009
1588,Haiti,Veh.Accident,12/21/2009
1589,Haiti,Disaster,01/04/2010
1590,Haiti,Disaster,01/12/2010
1591,Haiti,Disaster,01/12/2010
1592,Haiti,Disaster,01/12/2010
1593,Haiti,Disaster,01/12/2010
1594,Haiti,Disaster,01/12/2010
1595,Haiti,Disaster,01/12/2010
1596,Haiti,Disaster,01/12/2010
1597,Haiti,Disaster,01/12/2010
1598,Haiti,Disaster,01/12/2010
1599,Haiti,Disaster,01/12/2010
1600,Haiti,Disaster,01/12/2010
1601,Haiti,Disaster,01/12/2010
1602,Haiti,Disaster,01/12/2010
1603,Haiti,Disaster,01/12/2010
1604,Haiti,Disaster,01/12/2010
1605,Haiti,Disaster,01/12/2010
1606,Haiti,Disaster,01/12/2010
1607,Haiti,Disaster,01/12/2010
1608,Haiti,Disaster,01/12/2010
1609,Haiti,Disaster,01/12/2010
1610,Haiti,Disaster,01/12/2010
1611,Haiti,Disaster,01/12/2010
1612,Haiti,Disaster,01/12/2010
1613,Haiti,Disaster,01/12/2010
1614,Haiti,Disaster,01/12/2010
1615,Haiti,Disaster,01/12/2010
1616,Haiti,Disaster,01/12/2010
1617,Haiti,Disaster,01/12/2010
1618,Haiti,Disaster,01/12/2010
1619,Haiti,Disaster,01/12/2010
1620,Haiti,Disaster,01/12/2010
1621,Haiti,Disaster,01/12/2010
1622,Haiti,Disaster,01/12/2010
1623,Haiti,Disaster,01/12/2010
1624,Haiti,Disaster,01/12/2010
1625,Haiti,Disaster,01/12/2010
1626,Haiti,Disaster,01/12/2010
1627,Haiti,Disaster,01/12/2010
1628,Haiti,Disaster,01/12/2010
1629,Haiti,Disaster,01/12/2010
1630,Haiti,Disaster,01/12/2010
1631,Haiti,Disaster,01/12/2010
1632,Haiti,Disaster,01/12/2010
1633,Haiti,Disaster,01/12/2010
1634,Haiti,Disaster,01/12/2010
1635,Haiti,Disaster,01/12/2010
1636,Haiti,Disaster,01/12/2010
1637,Haiti,Disaster,01/12/2010
1638,Haiti,Disaster,01/12/2010
1639,Haiti,Disaster,01/12/2010
1640,Haiti,Disaster,01/12/2010
1641,Haiti,Disaster,01/12/2010
1642,Haiti,Disaster,01/12/2010
1643,Haiti,Disaster,01/12/2010
1644,Haiti,Disaster,01/12/2010
1645,Haiti,Disaster,01/12/2010
1646,Haiti,Disaster,01/12/2010
1647,Haiti,Disaster,01/12/2010
1648,Haiti,Disaster,01/12/2010
1649,Haiti,Disaster,01/12/2010
1650,Haiti,Disaster,01/12/2010
1651,Haiti,Disaster,01/12/2010
1652,Haiti,Disaster,01/12/2010
1653,Haiti,Disaster,01/12/2010
1654,Haiti,Disaster,01/12/2010
1655,Haiti,Disaster,01/12/2010
1656,Haiti,Disaster,01/12/2010
1657,Haiti,Disaster,01/12/2010
1658,Haiti,Disaster,01/12/2010
1659,Haiti,Disaster,01/12/2010
1660,Haiti,Disaster,01/12/2010
1661,Haiti,Disaster,01/12/2010
1662,Haiti,Disaster,01/12/2010
1663,Haiti,Disaster,01/12/2010
1664,Haiti,Disaster,01/12/2010
1665,Haiti,Disaster,01/12/2010
1666,Haiti,Disaster,01/12/2010
1667,Haiti,Disaster,01/12/2010
1668,Haiti,Disaster,01/12/2010
1669,Haiti,Disaster,01/12/2010
1670,Haiti,Disaster,01/12/2010
1671,Haiti,Disaster,01/12/2010
1672,Haiti,Disaster,01/12/2010
1673,Haiti,Disaster,01/12/2010
1674,Haiti,Disaster,01/12/2010
1675,Haiti,Disaster,01/12/2010
1676,Haiti,Disaster,01/12/2010
1677,Haiti,Disaster,01/12/2010
1678,Haiti,Disaster,01/12/2010
1679,Haiti,Disaster,01/12/2010
1680,Haiti,Disaster,01/12/2010
1681,Haiti,Disaster,01/12/2010
1682,Haiti,Disaster,01/12/2010
1683,Haiti,Disaster,01/12/2010
1684,Haiti,Disaster,01/12/2010
1685,Haiti,Disaster,01/12/2010
1686,Haiti,Disaster,01/12/2010
1687,Haiti,Disaster,01/12/2010
1688,Haiti,Disaster,01/12/2010
1689,Haiti,Disaster,01/12/2010
1690,Haiti,Disaster,01/12/2010
1691,Haiti,Disaster,01/12/2010
1692,Haiti,Disaster,01/12/2010
1693,Haiti,Disaster,01/12/2010
1694,Haiti,Disaster,01/12/2010
1695,Haiti,Disaster,01/12/2010
1696,Haiti,Disaster,01/12/2010
1697,Haiti,Disaster,01/12/2010
1698,Haiti,Disaster,01/12/2010
1699,Haiti,Disaster,01/12/2010
1700,Haiti,Disaster,01/12/2010
1701,Haiti,Disaster,01/12/2010
1702,Haiti,Disaster,01/12/2010
1703,Haiti,Disaster,01/12/2010
1704,Haiti,Disaster,01/12/2010
1705,Haiti,Disaster,01/12/2010
1706,Haiti,Disaster,01/15/2010
1707,Haiti,Disaster,01/15/2010
1708,Haiti,Disaster,01/18/2010
1709,Haiti,Homicide,01/18/2010
1710,Haiti,Homicide,02/08/2010
1711,Haiti,Homicide,02/24/2010
1712,Haiti,Homicide,03/06/2010
1713,Haiti,Homicide,04/11/2010
1714,Haiti,Other Accident,04/30/2010
1715,Haiti,Homicide,05/08/2010
1716,Haiti,Homicide,06/11/2010
1717,Haiti,Homicide,08/27/2010
1718,Haiti,Veh.Accident,09/09/2010
1719,Haiti,Veh.Accident,11/16/2010
1720,Haiti,Homicide,12/31/2010
1721,Haiti,Homicide,01/09/2011
1722,Haiti,Homicide,04/23/2011
1723,Haiti,Veh.Accident,05/07/2011
1724,Haiti,Air Accident,09/09/2011
1725,Haiti,Veh.Accident,09/20/2011
1726,Haiti,Homicide,10/13/2011
1727,Haiti,Homicide,11/06/2011
1728,Haiti,Veh.Accident,12/30/2011
1729,Haiti,Homicide,12/31/2011
1730,Haiti,Other Accident,01/28/2012
1731,Haiti,Homicide,02/11/2012
1732,Haiti,Homicide,02/15/2012
1733,Haiti,Homicide,02/19/2012
1734,Haiti,Homicide,03/15/2012
1735,Haiti,Drowning,03/21/2012
1736,Haiti,Homicide,04/05/2012
1737,Haiti,Homicide,04/10/2012
1738,Haiti,Homicide,04/14/2012
1739,Haiti,Homicide,05/30/2012
1740,Haiti,Homicide,06/08/2012
1741,Haiti,Maritime Accident,06/12/2012
1742,Haiti,Homicide,07/07/2012
1743,Haiti,Homicide,07/14/2012
1744,Haiti,Veh.Accident,08/21/2012
1745,Haiti,Homicide,08/26/2012
1746,Haiti,Other Accident,08/31/2012
1747,Haiti,Homicide,09/03/2012
1748,Haiti,Homicide,09/18/2012
1749,Haiti,Homicide,10/01/2012
1750,Haiti,Homicide,12/15/2012
1751,Haiti,Veh.Accident,12/24/2012
1752,Haiti,Veh.Accident,01/11/2013
1753,Haiti,Veh.Accident,01/11/2013
1754,Haiti,Veh.Accident,01/11/2013
1755,Haiti,Homicide,01/11/2013
1756,Haiti,Veh.Accident,01/22/2013
1757,Haiti,Homicide,03/13/2013
1758,Haiti,Homicide,03/28/2013
1759,Haiti,Veh.Accident,05/12/2013
1760,Haiti,Homicide,06/29/2013
1761,Haiti,Veh.Accident,07/07/2013
1762,Haiti,Veh.Accident,07/10/2013
1763,Haiti,Veh.Accident,07/10/2013
1764,Haiti,Homicide,07/10/2013
1765,Haiti,Homicide,07/12/2013
1766,Haiti,Veh.Accident,08/30/2013
1767,Haiti,Homicide,12/04/2013
1768,Haiti,Homicide,12/16/2013
1769,Honduras,Veh.Accident,06/19/2018
1770,Honduras,Drowning,11/17/2002
1771,Honduras,Air Accident,12/10/2002
1772,Honduras,Air Accident,12/11/2002
1773,Honduras,Air Accident,12/11/2002
1774,Honduras,Air Accident,12/11/2002
1775,Honduras,Air Accident,12/11/2002
1776,Honduras,Suicide,12/11/2002
1777,Honduras,Homicide,01/21/2003
1778,Honduras,Homicide,02/10/2003
1779,Honduras,Homicide,02/13/2003
1780,Honduras,Other Accident,02/15/2003
1781,Honduras,Drowning,02/22/2003
1782,Honduras,Homicide,04/07/2003
1783,Honduras,Veh.Accident,05/11/2003
1784,Honduras,Veh.Accident,08/06/2003
1785,Honduras,Suicide,08/30/2003
1786,Honduras,Drowning,09/03/2003
1787,Honduras,Veh.Accident,09/07/2003
1788,Honduras,Homicide,09/26/2003
1789,Honduras,Veh.Accident,11/16/2003
1790,Honduras,Veh.Accident,12/04/2003
1791,Honduras,Veh.Accident,12/31/2003
1792,Honduras,Suicide,02/01/2004
1793,Honduras,Veh.Accident,07/01/2004
1794,Honduras,Veh.Accident,07/01/2004
1795,Honduras,Veh.Accident,07/21/2004
1796,Honduras,Veh.Accident,07/25/2004
1797,Honduras,Air Accident,07/25/2004
1798,Honduras,Homicide,07/31/2004
1799,Honduras,Homicide,10/04/2004
1800,Honduras,Homicide,10/09/2004
1801,Honduras,Homicide,11/07/2004
1802,Honduras,Maritime Accident,01/01/2005
1803,Honduras,Homicide,01/02/2005
1804,Honduras,Veh.Accident,01/04/2005
1805,Honduras,Suicide,01/14/2005
1806,Honduras,Homicide,03/14/2005
1807,Honduras,Homicide,04/22/2005
1808,Honduras,Drowning,06/04/2005
1809,Honduras,Veh.Accident,06/21/2005
1810,Honduras,Homicide,07/21/2005
1811,Honduras,Veh.Accident,07/24/2005
1812,Honduras,Homicide,07/26/2005
1813,Honduras,Veh.Accident,07/29/2005
1814,Honduras,Homicide,08/17/2005
1815,Honduras,Homicide,12/02/2005
1816,Honduras,Homicide,12/02/2005
1817,Honduras,Homicide,12/11/2005
1818,Honduras,Homicide,12/15/2005
1819,Honduras,Homicide,12/18/2005
1820,Honduras,Other Accident,02/10/2006
1821,Honduras,Homicide,02/15/2006
1822,Honduras,Homicide,04/24/2006
1823,Honduras,Veh.Accident,05/08/2006
1824,Honduras,Drowning,07/10/2006
1825,Honduras,Veh.Accident,07/11/2006
1826,Honduras,Other Accident,09/01/2006
1827,Honduras,Homicide,09/01/2006
1828,Honduras,Suicide,09/03/2006
1829,Honduras,Veh.Accident,11/16/2006
1830,Honduras,Veh.Accident,02/06/2007
1831,Honduras,Veh.Accident,02/06/2007
1832,Honduras,Homicide,02/06/2007
1833,Honduras,Drowning,03/23/2007
1834,Honduras,Homicide,04/05/2007
1835,Honduras,Homicide,07/02/2007
1836,Honduras,Drug-Related,08/08/2007
1837,Honduras,Drowning,10/30/2007
1838,Honduras,Drowning,11/11/2007
1839,Honduras,Drug-Related,11/13/2007
1840,Honduras,Homicide,12/23/2007
1841,Honduras,Air Accident,05/14/2008
1842,Honduras,Air Accident,05/30/2008
1843,Honduras,Veh.Accident,05/30/2008
1844,Honduras,Suicide,06/24/2008
1845,Honduras,Veh.Accident,07/11/2008
1846,Honduras,Suicide,07/21/2008
1847,Honduras,Suicide,08/08/2008
1848,Honduras,Drowning,09/05/2008
1849,Honduras,Veh.Accident,09/20/2008
1850,Honduras,Homicide,10/08/2008
1851,Honduras,Drowning,11/14/2008
1852,Honduras,Homicide,11/23/2008
1853,Honduras,Homicide,12/14/2008
1854,Honduras,Veh.Accident,01/15/2009
1855,Honduras,Drowning,01/26/2009
1856,Honduras,Homicide,02/07/2009
1857,Honduras,Drowning,02/25/2009
1858,Honduras,Homicide,03/16/2009
1859,Honduras,Homicide,03/31/2009
1860,Honduras,Homicide,04/08/2009
1861,Honduras,Homicide,04/16/2009
1862,Honduras,Homicide,04/27/2009
1863,Honduras,Homicide,05/04/2009
1864,Honduras,Homicide,05/11/2009
1865,Honduras,Homicide,05/21/2009
1866,Honduras,Suicide,06/02/2009
1867,Honduras,Homicide,07/04/2009
1868,Honduras,Homicide,07/18/2009
1869,Honduras,Homicide,08/18/2009
1870,Honduras,Suicide,08/24/2009
1871,Honduras,Homicide,08/31/2009
1872,Honduras,Suicide,09/03/2009
1873,Honduras,Homicide,09/04/2009
1874,Honduras,Homicide,09/06/2009
1875,Honduras,Homicide,09/09/2009
1876,Honduras,Other Accident,11/03/2009
1877,Honduras,Veh.Accident,11/22/2009
1878,Honduras,Homicide,11/28/2009
1879,Honduras,Drowning,03/31/2010
1880,Honduras,Homicide,04/06/2010
1881,Honduras,Homicide,04/10/2010
1882,Honduras,Homicide,05/05/2010
1883,Honduras,Veh.Accident,05/11/2010
1884,Honduras,Other Accident,06/15/2010
1885,Honduras,Homicide,06/26/2010
1886,Honduras,Veh.Accident,06/27/2010
1887,Honduras,Homicide,07/01/2010
1888,Honduras,Veh.Accident,07/15/2010
1889,Honduras,Homicide,09/10/2010
1890,Honduras,Homicide,10/10/2010
1891,Honduras,Homicide,12/01/2010
1892,Honduras,Air Accident,12/29/2010
1893,Honduras,Air Accident,02/14/2011
1894,Honduras,Homicide,02/14/2011
1895,Honduras,Homicide,03/24/2011
1896,Honduras,Homicide,04/05/2011
1897,Honduras,Homicide,04/08/2011
1898,Honduras,Suicide,04/14/2011
1899,Honduras,Veh.Accident,05/20/2011
1900,Honduras,Veh.Accident,07/10/2011
1901,Honduras,Homicide,07/10/2011
1902,Honduras,Homicide,08/03/2011
1903,Honduras,Homicide,09/14/2011
1904,Honduras,Veh.Accident,11/03/2011
1905,Honduras,Homicide,12/02/2011
1906,Honduras,Homicide,12/05/2011
1907,Honduras,Homicide,02/21/2012
1908,Honduras,Homicide,03/12/2012
1909,Honduras,Homicide,03/16/2012
1910,Honduras,Homicide,03/22/2012
1911,Honduras,Homicide,03/29/2012
1912,Honduras,Veh.Accident,05/13/2012
1913,Honduras,Suicide,05/21/2012
1914,Honduras,Other Accident,06/14/2012
1915,Honduras,Drowning,06/16/2012
1916,Honduras,Homicide,07/23/2012
1917,Honduras,Homicide,11/05/2012
1918,Honduras,Homicide,11/16/2012
1919,Honduras,Veh.Accident,11/22/2012
1920,Honduras,Veh.Accident,12/08/2012
1921,Honduras,Drowning,12/16/2012
1922,Honduras,Other Accident,12/22/2012
1923,Honduras,Homicide,12/23/2012
1924,Honduras,Drowning,02/27/2013
1925,Honduras,Drowning,03/20/2013
1926,Honduras,Homicide,03/27/2013
1927,Honduras,Homicide,07/15/2013
1928,Honduras,Veh.Accident,07/26/2013
1929,Honduras,Suicide,08/10/2013
1930,Honduras,Other Accident,09/27/2013
1931,Honduras,Homicide,10/02/2013
1932,Honduras,Homicide,11/13/2013
1933,India,Air Accident,10/31/2002
1934,India,Drowning,01/03/2003
1935,India,Other Accident,01/19/2003
1936,India,Suicide,02/02/2003
1937,India,Suicide,02/04/2003
1938,India,Homicide,02/04/2003
1939,India,Veh.Accident,02/08/2003
1940,India,Drowning,02/12/2003
1941,India,Other Accident,02/19/2003
1942,India,Drug-Related,02/22/2003
1943,India,Air Accident,08/15/2003
1944,India,Drug-Related,10/26/2003
1945,India,Suicide,12/14/2003
1946,India,Other Accident,12/21/2003
1947,India,Homicide,02/12/2004
1948,India,Other Accident,03/23/2004
1949,India,Homicide,03/27/2004
1950,India,Drowning,04/03/2004
1951,India,Drowning,06/26/2004
1952,India,Other Accident,06/28/2004
1953,India,Drowning,08/27/2004
1954,India,Other Accident,09/26/2004
1955,India,Other Accident,09/26/2004
1956,India,Other Accident,12/19/2004
1957,India,Other Accident,01/09/2005
1958,India,Homicide,07/31/2005
1959,India,Other Accident,08/16/2005
1960,India,Veh.Accident,11/02/2005
1961,India,Other Accident,01/10/2006
1962,India,Veh.Accident,03/12/2006
1963,India,Veh.Accident,04/02/2006
1964,India,Veh.Accident,06/23/2006
1965,India,Other Accident,07/08/2006
1966,India,Veh.Accident,07/12/2006
1967,India,Drug-Related,10/18/2006
1968,India,Veh.Accident,11/02/2006
1969,India,Suicide,01/09/2007
1970,India,Other Accident,02/14/2007
1971,India,Veh.Accident,04/06/2007
1972,India,Veh.Accident,06/27/2007
1973,India,Veh.Accident,08/31/2007
1974,India,Veh.Accident,11/13/2007
1975,India,Veh.Accident,11/13/2007
1976,India,Veh.Accident,11/13/2007
1977,India,Veh.Accident,01/15/2008
1978,India,Veh.Accident,01/16/2008
1979,India,Veh.Accident,01/16/2008
